star2d1r,512,,16,512,"6,685"
star2d1r,512,,16,256,"6,498"
star2d1r,512,,16,128,"6,155"
star2d1r,512,,13,128,"6,153"
star2d1r,512,,13,256,"6,091"
star2d2r,512,,8,512,"7,725"
star2d2r,512,,10,512,"7,698"
star2d2r,512,,9,512,"7,652"
star2d2r,512,,8,256,"7,523"
star2d2r,512,,10,256,"7,443"
star2d3r,512,,6,512,"8,144"
star2d3r,512,,7,512,"8,127"
star2d3r,512,,6,256,"7,916"
star2d3r,512,,7,256,"7,858"
star2d3r,512,,6,128,"7,497"
star2d4r,512,,4,512,"8,435"
star2d4r,512,,5,512,"8,405"
star2d4r,512,,4,256,"8,244"
star2d4r,512,,5,256,"8,155"
star2d4r,512,,4,128,"7,887"
box2d1r,256,,10,512,"7,804"
box2d1r,512,,16,512,"7,693"
box2d1r,256,,10,256,"7,670"
box2d1r,512,,16,256,"7,478"
box2d1r,256,,10,128,"7,415"
box2d2r,256,,5,512,"8,578"
box2d2r,512,,8,512,"8,508"
box2d2r,512,,10,512,"8,488"
box2d2r,256,,5,256,"8,446"
box2d2r,512,,9,512,"8,433"
box2d3r,512,,6,512,"8,886"
box2d3r,512,,7,512,"8,872"
box2d3r,512,,2,128,"8,658"
box2d3r,512,,6,256,"8,637"
box2d3r,256,,2,128,"8,584"
box2d4r,512,,4,512,"9,174"
box2d4r,512,,5,512,"9,145"
box2d4r,128,,1,128,"9,111"
box2d4r,256,,1,128,"9,111"
box2d4r,512,,1,128,"9,086"
gradient2d,256,,10,512,"8,723"
gradient2d,512,,16,512,"8,598"
gradient2d,256,,10,256,"8,572"
gradient2d,512,,16,256,"8,358"
gradient2d,256,,10,128,"8,287"
j2d5pt,512,,16,512,"7,427"
j2d5pt,512,,16,256,"7,220"
j2d5pt,512,,16,128,"6,839"
j2d5pt,512,,13,128,"6,836"
j2d5pt,512,,13,256,"6,768"
j2d9pt-gol,256,,10,512,"7,575"
j2d9pt-gol,512,,16,512,"7,467"
j2d9pt-gol,256,,10,256,"7,444"
j2d9pt-gol,512,,16,256,"7,258"
j2d9pt-gol,256,,10,128,"7,197"
j2d9pt,512,,8,512,"6,474"
j2d9pt,512,,10,512,"6,459"
j2d9pt,512,,9,512,"6,417"
j2d9pt,512,,8,256,"6,304"
j2d9pt,512,,10,256,"6,244"
star3d1r,32,32,6,128,"2,823"
star3d1r,32,32,6,256,"2,802"
star3d1r,32,32,7,256,"2,795"
star3d1r,32,32,7,128,"2,788"
star3d1r,32,32,5,128,"2,682"
star3d2r,32,32,3,128,"2,944"
star3d2r,32,32,3,256,"2,876"
star3d2r,32,32,4,128,"2,805"
star3d2r,32,32,4,256,"2,796"
star3d2r,32,32,2,128,"2,512"
star3d3r,32,32,2,128,"3,117"
star3d3r,32,32,2,256,"3,027"
star3d3r,32,32,3,128,"2,593"
star3d3r,32,32,3,256,"2,589"
star3d3r,64,16,1,128,"2,204"
star3d4r,32,32,2,128,"3,116"
star3d4r,32,32,2,256,"3,069"
star3d4r,32,32,1,128,"2,838"
star3d4r,64,16,1,128,"2,824"
star3d4r,64,16,1,256,"2,718"
box3d1r,32,32,3,128,"8,030"
box3d1r,32,32,3,256,"7,590"
box3d1r,64,16,3,128,"7,483"
box3d1r,32,32,4,128,"7,199"
box3d1r,64,16,3,256,"7,128"
box3d2r,16,16,1,128,"9,562"
box3d2r,32,16,1,128,"9,482"
box3d2r,64,16,1,128,"9,434"
box3d2r,32,32,1,128,"9,378"
box3d2r,16,16,1,256,"9,030"
box3d3r,16,16,1,128,"9,879"
box3d3r,32,16,1,128,"9,749"
box3d3r,64,16,1,128,"9,685"
box3d3r,32,32,1,128,"9,604"
box3d3r,16,16,1,256,"9,499"
box3d4r,16,16,1,128,"10,046"
box3d4r,32,16,1,128,"9,928"
box3d4r,64,16,1,128,"9,876"
box3d4r,16,16,1,256,"9,782"
box3d4r,32,32,1,128,"9,751"
j3d27pt,32,32,3,128,"7,908"
j3d27pt,32,32,3,256,"7,476"
j3d27pt,64,16,3,128,"7,370"
j3d27pt,32,32,4,128,"7,090"
j3d27pt,64,16,3,256,"7,020"
